,Satellite ID(Fake),Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Users,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number
229,230,Starlink-1243,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BJ,45234.0
230,231,Starlink-1244,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012U,45196.0
231,232,Starlink-1245,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AP,45215.0
232,233,Starlink-1246,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,89.9,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BK,45235.0
233,234,Starlink-1247,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BL,45236.0
234,235,Starlink-1254,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.2,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AQ,45216.0
235,236,Starlink-1255,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.2,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AR,45399.0
236,237,Starlink-1256,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AT,45401.0
237,238,Starlink-1257,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AU,45402.0
238,239,Starlink-1258,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019X,45381.0
239,240,Starlink-1259,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AV,45403.0
240,241,Starlink-1260,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AW,45404.0
241,242,Starlink-1261,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,526.0,528.0,0.0001449905756125852,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AS,45571.0
242,243,Starlink-1262,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019G,45366.0
243,244,Starlink-1263,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AX,45405.0
244,245,Starlink-1264,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019Y,45382.0
245,246,Starlink-1265,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AY,45406.0
246,247,Starlink-1266,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019Z,45383.0
247,248,Starlink-1267,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AA,45384.0
248,249,Starlink-1269,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.0,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012V,45197.0
249,250,Starlink-1270,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BM,45237.0
250,251,Starlink-1271,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AR,45217.0
251,252,Starlink-1272,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AC,45386.0
252,253,Starlink-1273,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019H,45367.0
253,254,Starlink-1274,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,569.0,571.0,0.00014409221902017292,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AD,45387.0
254,255,Starlink-1275,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AZ,45407.0
255,256,Starlink-1276,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.5,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019J,45368.0
256,257,Starlink-1277,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.5,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019K,45369.0
257,258,Starlink-1278,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.0,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BA,45408.0
258,259,Starlink-1279,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019A,45360.0
259,260,Starlink-1280,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AE,45388.0
260,261,Starlink-1281,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019L,45370.0
261,262,Starlink-1282,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BB,45409.0
262,263,Starlink-1283,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AF,45389.0
263,264,Starlink-1284,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AG,45390.0
264,265,Starlink-1285,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BC,45410.0
265,266,Starlink-1286,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,94.5,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020--019BK,45417.0
266,267,Starlink-1287,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.4,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019M,45371.0
267,268,Starlink-1288,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019N,45372.0
268,269,Starlink-1289,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AH,45391.0
269,270,Starlink-1290,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AJ,45392.0
270,271,Starlink-1291,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020--019AK,45393.0
271,272,Starlink-1292,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AL,45394.0
272,273,Starlink-1293,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BD,45411.0
273,274,Starlink-1294,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025W,45551.0
274,275,Starlink-1295,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.4,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019P,45373.0
275,276,Starlink-1296,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BE,45412.0
276,277,Starlink-1297,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AM,45395.0
277,278,Starlink-1298,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BF,45413.0
278,279,Starlink-1299,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,569.0,570.0,7.20513005259745e-05,53.0,94.0,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BL,45418.0
279,280,Starlink-1300,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019Q,45374.0
280,281,Starlink-1301,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019B,45361.0
281,282,Starlink-1302,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019R,45375.0
282,283,Starlink-1303,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AN,45396.0
283,284,Starlink-1304,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019S,45376.0
284,285,Starlink-1305,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.5,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019T,45377.0
285,286,Starlink-1306,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.3,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019C,45362.0
286,287,Starlink-1307,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AP,45397.0
287,288,Starlink-1308,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,94.5,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BM,45419.0
288,289,Starlink-1309,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BG,45414.0
289,290,Starlink-1310,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.5,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019U,45378.0
290,291,Starlink-1312,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AQ,45398.0
291,292,Starlink-1313,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019E,45364.0
292,293,Starlink-1316,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BH,45415.0
293,294,Starlink-1317,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019F,45365.0
294,295,Starlink-1318,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BJ,45416.0
295,296,Starlink-1319,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019V,45379.0
296,297,Starlink-1320,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AT,45572.0
297,298,Starlink-1321,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AU,45573.0
298,299,Starlink-1322,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025X,45552.0
299,300,Starlink-1323,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025Y,45553.0
300,301,Starlink-1324,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,526.0,528.0,0.0001449905756125852,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AV,45574.0
301,302,Starlink-1325,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025Z,45554.0
302,303,Starlink-1326,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,527.0,529.0,0.00014496955639315743,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AW,45575.0
303,304,Starlink-1327,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AA,45555.0
304,305,Starlink-1328,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AX,45576.0
305,306,Starlink-1329,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025A,45531.0
306,307,Starlink-1330,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,550.0,551.0,7.224911494834188e-05,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AY,45577.0
307,308,Starlink-1331,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,528.0,530.0,0.00014494854326714017,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AZ,45578.0
308,309,Starlink-1332,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,392.0,397.0,0.00036957646537068517,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BA,45579.0
309,310,Starlink-1333,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BB,45580.0
310,311,Starlink-1334,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AB,45556.0
311,312,Starlink-1335,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BC,45581.0
312,313,Starlink-1336,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AC,45557.0
313,314,Starlink-1337,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BD,45582.0
314,315,Starlink-1338,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025B,45532.0
315,316,Starlink-1339,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025C,45533.0
316,317,Starlink-1340,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BE,45583.0
317,318,Starlink-1341,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025D,45534.0
318,319,Starlink-1342,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AD,45558.0
319,320,Starlink-1343,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,550.0,0.00014452955629426219,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BF,45584.0
320,321,Starlink-1344,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AE,45559.0
321,322,Starlink-1345,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BG,45585.0
322,323,Starlink-1346,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,526.0,528.0,0.0001449905756125852,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AF,45560.0
323,324,Starlink-1347,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,510.0,512.0,0.00014532771399505885,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BH,45586.0
324,325,Starlink-1348,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,384.0,396.0,0.0008875739644970414,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AG,45561.0
325,326,Starlink-1349,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,528.0,529.0,7.247952453431905e-05,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BJ,45587.0
326,327,Starlink-1350,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025E,45535.0
327,328,Starlink-1351 ,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,379.0,381.0,0.00014814814814814815,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-035AS,45697.0
328,329,Starlink-1352,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025F,45536.0
329,330,Starlink-1353,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,531.0,534.0,0.00021731256791017748,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025G,45537.0
330,331,Starlink-1354,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AH,45562.0
331,332,Starlink-1355,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,559.0,561.0,0.0001443001443001443,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AJ,45563.0
332,333,Starlink-1356,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AK,45564.0
333,334,Starlink-1357,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AL,45565.0
334,335,Starlink-1358,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AM,45566.0
335,336,Starlink-1360,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BK,45588.0
336,337,Starlink-1361,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AN,45567.0
337,338,Starlink-1362,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025H,45538.0
338,339,Starlink-1363,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AP,45568.0
339,340,Starlink-1364,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BL,45589.0
340,341,Starlink-1365,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BM,45590.0
341,342,Starlink-1366,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AQ,45569.0
342,343,Starlink-1367,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025J,45539.0
343,344,Starlink-1368,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025K,45540.0
344,345,Starlink-1369,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025L,45541.0
