,Satellite ID(Fake),Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Users,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number
111,112,Starlink-1122,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-07,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AM,44949.0
112,113,Starlink-1123,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-07,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001S,44930.0
113,114,Starlink-1124,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,90.4,227.0,2020-01-07,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AR,44953.0
114,115,Starlink-1125,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-07,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AN,44950.0
115,116,Starlink-1126,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,90.6,227.0,2020-01-07,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AP,44951.0
116,117,Starlink-1127,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AZ,45091.0
117,118,Starlink-1128,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.4,227.0,2020-01-07,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001T,44931.0
118,119,Starlink-1129,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006C,45046.0
119,120,Starlink-1130,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.4,227.0,2020-01-07,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001U,44932.0
120,121,Starlink-1131,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006D,45047.0
121,122,Starlink-1132,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006A,45044.0
122,123,Starlink-1133,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006W,45064.0
123,124,Starlink-1134,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006E,45048.0
124,125,Starlink-1135,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006F,45049.0
125,126,Starlink-1136,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AX,45089.0
126,127,Starlink-1137,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006BA,45092.0
127,128,Starlink-1138,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.2,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012A,45178.0
128,129,Starlink-1139,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006X,45065.0
129,130,Starlink-1140,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006G,45050.0
130,131,Starlink-1141,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006H,45051.0
131,132,Starlink-1142,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006BB,45093.0
132,133,Starlink-1143,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.2,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012B,45179.0
133,134,Starlink-1144,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.4,227.0,2020-01-07,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001V,44933.0
134,135,Starlink-1145,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006Y,45066.0
135,136,Starlink-1146,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006BC,45094.0
136,137,Starlink-1147,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006BD,45095.0
137,138,Starlink-1148,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006J,45052.0
138,139,Starlink-1149,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AM,45079.0
139,140,Starlink-1150,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006Z,45067.0
140,141,Starlink-1151,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AP,45081.0
141,142,Starlink-1152,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006BE,45096.0
142,143,Starlink-1153,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AN,45080.0
143,144,Starlink-1154,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.2,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012W,45198.0
144,145,Starlink-1155,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006K,45053.0
145,146,Starlink-1156,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006L,45054.0
146,147,Starlink-1157,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,301.0,313.0,0.0008986071589036993,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006M,45055.0
147,148,Starlink-1158,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006N,45056.0
148,149,Starlink-1159,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006P,45057.0
149,150,Starlink-1160,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AQ,45082.0
150,151,Starlink-1161,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AA,45068.0
151,152,Starlink-1162,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006Q,45058.0
152,153,Starlink-1163,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AB,45069.0
153,154,Starlink-1164,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AC,45070.0
154,155,Starlink-1165,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006R,45059.0
155,156,Starlink-1166,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006S,45060.0
156,157,Starlink-1167,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AD,45071.0
157,158,Starlink-1168,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AE,45072.0
158,159,Starlink-1169,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006T,45061.0
159,160,Starlink-1170,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AF,45073.0
160,161,Starlink-1171,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006U,45062.0
161,162,Starlink-1172,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AG,45074.0
162,163,Starlink-1173,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AS,45084.0
163,164,Starlink-1174,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AH,45075.0
164,165,Starlink-1175,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,309.0,311.0,0.0001497005988023952,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006BF,45097.0
165,166,Starlink-1176,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AY,45090.0
166,167,Starlink-1177,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AL,45078.0
167,168,Starlink-1178,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006V,45063.0
168,169,Starlink-1179,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AT,45085.0
169,170,Starlink-1180,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AJ,45076.0
170,171,Starlink-1181,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AU,45086.0
171,172,Starlink-1182,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AK,45077.0
172,173,Starlink-1183,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AW,45088.0
173,174,Starlink-1184,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006BG,45098.0
174,175,Starlink-1185,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AV,45087.0
175,176,Starlink-1186,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006BH,45099.0
176,177,Starlink-1187,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AT,45219.0
177,178,Starlink-1188,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.1,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AU,45220.0
178,179,Starlink-1189,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.2,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AV,45221.0
179,180,Starlink-1190,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006AR,45083.0
180,181,Starlink-1191,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.1,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AW,45222.0
181,182,Starlink-1192,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.1,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012C,45180.0
182,183,Starlink-1193,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006BJ,45100.0
183,184,Starlink-1194,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006BK,45101.0
184,185,Starlink-1195,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006BL,45102.0
185,186,Starlink-1196,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,90.5,227.0,2020-01-29,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006BM,45103.0
186,187,Starlink-1197,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.1,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012X,45199.0
187,188,Starlink-1198,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.2,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012Y,45200.0
188,189,Starlink-1199,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.1,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012Z,45201.0
189,190,Starlink-1200,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.2,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012D,45181.0
190,191,Starlink-1201,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.2,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012E,45182.0
191,192,Starlink-1202,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.1,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012F,45183.0
192,193,Starlink-1203,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,550.0,0.00014452955629426219,53.0,91.1,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AA,45202.0
193,194,Starlink-1204,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.1,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AB,45203.0
194,195,Starlink-1205,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.1,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012G,45184.0
195,196,Starlink-1206,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.2,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AC,45204.0
196,197,Starlink-1207,NR (4/20),USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,550.0,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019W,45380.0
197,198,Starlink-1208,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,91.2,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AD,45205.0
198,199,Starlink-1209,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AE,45206.0
199,200,Starlink-1210,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AF,45207.0
200,201,Starlink-1211,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AG,45208.0
201,202,Starlink-1212,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AX,45223.0
202,203,Starlink-1213,NR (4/20),USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AS,45400.0
203,204,Starlink-1214,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,90.8,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AY,45224.0
204,205,Starlink-1215,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AZ,45225.0
205,206,Starlink-1216,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012H,45185.0
206,207,Starlink-1217,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BA,45226.0
207,208,Starlink-1218,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AH,45209.0
208,209,Starlink-1219,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AJ,45210.0
209,210,Starlink-1221,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BB,45227.0
210,211,Starlink-1222,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BC,45228.0
211,212,Starlink-1224,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012J,45186.0
212,213,Starlink-1225,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012K,45187.0
213,214,Starlink-1226,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BD,45229.0
214,215,Starlink-1227,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BE,45230.0
215,216,Starlink-1228,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012L,45188.0
216,217,Starlink-1229,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BF,45231.0
217,218,Starlink-1230,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012M,45189.0
218,219,Starlink-1231,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AL,45212.0
219,220,Starlink-1232,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AM,45213.0
220,221,Starlink-1233,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AN,45214.0
221,222,Starlink-1234,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012N,45190.0
222,223,Starlink-1235,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BG,45232.0
223,224,Starlink-1236,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012P,45191.0
224,225,Starlink-1237,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012Q,45192.0
225,226,Starlink-1238,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BH,45233.0
226,227,Starlink-1239,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012R,45123.0
227,228,Starlink-1240,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012S,45194.0
228,229,Starlink-1241,USA,USA,Commercial,LEO,Non-Polar Inclined,0.0,549.0,551.0,0.00014450867052023122,53.0,90.3,227.0,2020-02-17,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012T,45195.0
